microsample	richness	neutral	phylogenetic	section	type	batch	cryosection	buffer	Xcoord	Ycoord	size	collection	collection_attempts	cycles	animal	protocol
M301560	33	22.503222846618243	3.264725273462137	Caecum right	Positive	MSEB0014	G121eI104B	B11	12889.44	12561.84	1500	Success	1	17	G121e	ULV2_Half
M301561	16	13.262458355638657	2.937931458856765	Caecum right	Positive	MSEB0014	G121eI104B	B11	14329.4	14430.2	1500	Success	1	17	G121e	ULV2_Half
M301562	7	6.385898342915315	2.5933731762310237	Caecum right	Positive	MSEB0014	G121eI104B	B11	14593.06	15213.61	500	Fail	2	17	G121e	ULV2_Half
M301563	0	1	0	Caecum right	NegativeMebrane	MSEB0014	G121eI104M	B11	19703.7	19880.1	500	Success	2	17	G121e	ULV2_Half
M301564	29	19.27557042232545	3.4209701185405987	Caecum right	Positive	MSEB0014	G121eI104B	B11	15112.18	14327.83	500	Fail	2	17	G121e	ULV2_Half
M301565	22	17.08290872279177	3.321609414724235	Caecum right	Positive	MSEB0014	G121eI104B	B11	13740.22	13592.17	500	Fail	2	17	G121e	ULV2_Half
M301566	26	16.324165086321205	3.1270056762880047	Caecum right	Positive	MSEB0014	G121eI104B	B11	15661.1	15705.2	500	Success	2	17	G121e	ULV2_Half
M301567	26	18.47134744838414	3.3289467741440792	Caecum right	Positive	MSEB0014	G121eI104B	B11	13439.48	13663.13	500	Success	2	17	G121e	ULV2_Half
M301568	0	1	0	Caecum right	NegativeReaction	MSEB0014	G121eI104R	NA	NA	NA	NA	NA	0	17	G121e	ULV2_Half
M301569	14	10.86127343427917	2.9498277477354917	Caecum right	Positive	MSEB0014	G121eI104B	B11	15017.42	15111.92	500	Fail	2	17	G121e	ULV2_Half
M301570	98	43.21819348524462	4.141685221281534	Caecum right	Positive	MSEB0015	G121eI104C	B11	10622.69968	46523.96506	5000	Success	2	15	G121e	ULV2_Half
M301571	101	43.645660365839156	4.188640728587482	Caecum right	Positive	MSEB0015	G121eI104C	B11	11163.68876	46464.93372	5000	Success	1	15	G121e	ULV2_Half
M301572	94	42.406849435956765	3.933063762557941	Caecum right	Positive	MSEB0015	G121eI104C	B11	11574.91644	46452.86654	5000	Success	1	15	G121e	ULV2_Half
M301573	100	43.104277595492704	4.110173054522766	Caecum right	Positive	MSEB0015	G121eI104C	B11	12078.09608	46438.84252	5000	Success	1	15	G121e	ULV2_Half
M301574	0	1	0	Caecum right	NegativeCollection	MSEB0015	G121eI104Z	B11	NA	NA	NA	NA	0	15	G121e	ULV2_Half
M301575	0	1	0	Caecum right	NegativeMebrane	MSEB0015	G121eI104M	B11	8528.26724	38751.44014	5000	Success	2	15	G121e	ULV2_Half
M301576	93	43.2791017405034	4.005373788610383	Caecum right	Positive	MSEB0015	G121eI104C	B11	13566.0359	46499.60456	5000	Success	1	15	G121e	ULV2_Half
M301577	106	47.27247016477249	4.038380946873869	Caecum right	Positive	MSEB0015	G121eI104C	B11	13976.23738	46491.45106	5000	Success	1	15	G121e	ULV2_Half
M301578	95	41.853595051426055	4.059787787489723	Caecum right	Positive	MSEB0015	G121eI104C	B11	12406.356	44865.24284	5000	Success	1	15	G121e	ULV2_Half
M301579	94	38.23456141273099	4.069409227696742	Caecum right	Positive	MSEB0015	G121eI104C	B11	12373.86814	45172.40334	5000	Success	1	15	G121e	ULV2_Half
M301580	88	39.97862188470597	4.049303476776365	Caecum right	Positive	MSEB0015	G121eI104C	B11	12519.61496	45558.77052	5000	Success	1	15	G121e	ULV2_Half
M301581	0	1	0	Caecum right	NegativeMebrane	MSEB0015	G121eI104M	B11	9701.96506	35377.49422	5000	Success	1	15	G121e	ULV2_Half
M301582	94	41.68729125202278	3.9972276959299027	Caecum right	Positive	MSEB0015	G121eI104C	B11	12463.19274	46128.53866	5000	Success	1	15	G121e	ULV2_Half
M301583	89	39.59276938521373	4.087221148479933	Caecum right	Positive	MSEB0015	G121eI104C	B11	12444.05048	47534.52736	5000	Success	1	15	G121e	ULV2_Half
M301584	97	41.84805341985639	4.169421812970121	Caecum right	Positive	MSEB0015	G121eI104C	B11	12501.67726	49070.79602	5000	Success	1	15	G121e	ULV2_Half
M301585	0	1	0	Caecum right	NegativeCollection	MSEB0015	G121eI104Z	B11	NA	NA	NA	NA	0	15	G121e	ULV2_Half
M301586	0	1	0	Caecum right	NegativeMebrane	MSEB0015	G121eI104M	B11	8873.67322	36586.17476	5000	Success	1	15	G121e	ULV2_Half
M301587	92	41.07274441847254	3.999035220324209	Caecum right	Positive	MSEB0015	G121eI104C	B11	11275.81554	48031.12556	5000	Fail	2	15	G121e	ULV2_Half
M301588	92	37.30238156809072	4.036704349845277	Caecum right	Positive	MSEB0015	G121eI104C	B11	11512.58362	47676.07476	5000	Success	1	15	G121e	ULV2_Half
M301589	107	43.792972427333936	4.173174451445433	Caecum right	Positive	MSEB0015	G121eI104C	B11	11919.21336	47403.24194	5000	Success	2	15	G121e	ULV2_Half
M301590	2	1.9830922024787996	1.3579813674010568	Caecum right	NegativeReaction	MSEB0015	G121eI104R	NA	NA	NA	NA	NA	0	15	G121e	ULV2_Half
M301591	74	30.972972767102878	3.9350845659258873	Caecum right	Positive	MSEB0015	G121eI104C	B11	13464.0061	47206.50784	5000	Success	1	15	G121e	ULV2_Half
M301592	0	1	0	Caecum right	Positive	MSEB0015	G121eI104C	B11	14335.66872	47132.40912	5000	Success	1	15	G121e	ULV2_Half
M301593	99	40.11767456350937	4.09169410480464	Caecum right	Positive	MSEB0015	G121eI104C	B11	14072.68786	48229.9088	5000	Success	1	15	G121e	ULV2_Half
M301594	102	47.60135738614077	3.8116761646737864	Caecum right	Positive	MSEB0015	G121eI104C	B11	11274.23834	45873.3246	5000	Success	1	15	G121e	ULV2_Half
M301595	95	40.04928820566661	4.084610298024255	Caecum right	Positive	MSEB0015	G121eI104C	B11	11630.1438	45793.02248	5000	Success	1	15	G121e	ULV2_Half
M301596	1	1	1	Caecum right	NegativeCollection	MSEB0015	G121eI104Z	B11	NA	NA	NA	NA	0	15	G121e	ULV2_Half
M301597	65	24.192832528654726	2.7971564979010024	Caecum right	Positive	MSEB0015	G121eI104C	B11	12159.4578	45823.12736	5000	Success	1	15	G121e	ULV2_Half
M301598	91	42.17071045067767	4.219431191169078	Caecum right	Positive	MSEB0015	G121eI104C	B11	12544.71336	45818.00912	5000	Success	1	15	G121e	ULV2_Half
M301599	69	36.048868408368314	3.9925851958514316	Caecum right	Positive	MSEB0015	G121eI104C	B11	12991.44836	45806.04194	5000	Success	1	15	G121e	ULV2_Half
M301600	0	1	0	Caecum right	NegativeMebrane	MSEB0015	G121eI104M	B11	9895.87964	38252.46596	5000	Success	1	15	G121e	ULV2_Half
M301601	0	1	0	Caecum right	Positive	MSEB0015	G121eI104C	B11	13167.91002	45805.48966	5000	Success	1	15	G121e	ULV2_Half
M301602	94	42.111316265729265	4.082483941508929	Caecum right	Positive	MSEB0015	G121eI104C	B11	14100.7551	45507.11548	5000	Success	1	15	G121e	ULV2_Half
M301603	102	41.06797151128174	4.0115600600608365	Caecum right	Positive	MSEB0015	G121eI104C	B11	13995.41188	46086.12248	5000	Success	1	15	G121e	ULV2_Half
M301604	94	40.969579883956385	4.077337334489026	Caecum right	Positive	MSEB0015	G121eI104C	B11	13643.37694	46727.2824	5000	Success	1	15	G121e	ULV2_Half
M301605	0	1	0	Caecum right	NegativeMebrane	MSEB0015	G121eI104M	B11	11598.22248	38212.67688	5000	Success	1	15	G121e	ULV2_Half
M301606	101	43.52059104054686	4.090679372822759	Caecum right	Positive	MSEB0015	G121eI104C	B11	13595.2605	47410.63834	5000	Success	2	15	G121e	ULV2_Half
M301607	0	1	0	Caecum right	NegativeCollection	MSEB0015	G121eI104Z	B11	NA	NA	NA	NA	0	15	G121e	ULV2_Half
M301608	106	43.30627703264005	4.022620694001487	Caecum right	Positive	MSEB0015	G121eI104C	B11	13596.36506	48006.83212	5000	Success	1	15	G121e	ULV2_Half
M301609	106	43.737519187140116	4.046585562847357	Caecum right	Positive	MSEB0015	G121eI104C	B11	13573.00912	48179.36018	5000	Fail	2	15	G121e	ULV2_Half
M301610	0	1	0	Caecum right	Positive	MSEB0015	G121eI104X	NA	NA	NA	NA	NA	0	15	G121e	ULV2_Half
M301611	0	1	0	Caecum right	Positive	MSEB0015	G121eI104X	NA	NA	NA	NA	NA	0	15	G121e	ULV2_Half
M301612	1	1	1	Caecum right	NegativeReaction	MSEB0015	G121eI104R	NA	NA	NA	NA	NA	0	15	G121e	ULV2_Half
M301613	1	1	1	Caecum right	Positive	MSEB0015	G121eI104X	NA	NA	NA	NA	NA	0	15	G121e	ULV2_Half
M301614	4	3.6739262641761874	2.0291383018381235	Caecum right	Positive	MSEB0015	G121eI104X	NA	NA	NA	NA	NA	0	15	G121e	ULV2_Half
M301615	0	1	0	Caecum right	NegativeReaction	MSEB0015	G121eI104R	NA	NA	NA	NA	NA	0	15	G121e	ULV2_Half
M301616	1	1	1	Caecum right	Positive	MSEB0015	G121eI104X	NA	NA	NA	NA	NA	0	15	G121e	ULV2_Half
M301617	0	1	0	Caecum right	Positive	MSEB0015	G121eI104X	NA	NA	NA	NA	NA	0	15	G121e	ULV2_Half
M301618	103	42.18353452907104	4.106509361704279	Caecum right	Positive	MSEB0015	G121eI104C	B11	10880.39024	47181.58112	5000	Success	1	15	G121e	ULV2_Half
M301619	1	1	1	Caecum right	NegativeMebrane	MSEB0015	G121eI104M	B11	8115.18658	37967.13796	5000	Success	2	15	G121e	ULV2_Half
M301620	102	42.48659234778699	4.028322980662442	Caecum right	Positive	MSEB0015	G121eI104C	B11	11177.6133	47177.76744	5000	Success	1	15	G121e	ULV2_Half
M301621	100	43.88474514586806	3.9720920085644766	Caecum right	Positive	MSEB0015	G121eI104C	B11	11837.50238	47108.93012	5000	Success	1	15	G121e	ULV2_Half
M301622	88	39.609625114742386	3.9153913673302934	Caecum right	Positive	MSEB0015	G121eI104C	B11	12228.07868	47018.1632	5000	Success	1	15	G121e	ULV2_Half
M301623	4	3.7660925272684604	2.050333310106545	Caecum right	NegativeCollection	MSEB0015	G121eI104Z	B11	NA	NA	NA	NA	0	15	G121e	ULV2_Half
M301624	29	19.648949863720276	3.459485015328807	Caecum right	Positive	MSEB0015	G121eI104C	B11	12238.06288	47161.33866	5000	Success	2	15	G121e	ULV2_Half
M301625	105	42.67777460251704	4.087077023385324	Caecum right	Positive	MSEB0015	G121eI104C	B11	11066.91824	47442.8341	5000	Success	1	15	G121e	ULV2_Half
M301626	11	7.832186956313022	2.8595536673122965	Caecum right	Positive	MSEB0015	G121eI104C	B11	12089.36378	48106.16384	5000	Success	1	15	G121e	ULV2_Half
M301627	84	40.422749986194425	3.8894412861346717	Caecum right	Positive	MSEB0015	G121eI104C	B11	12291.68054	48099.18876	5000	Success	1	15	G121e	ULV2_Half
M301628	0	1	0	Caecum right	NegativeCollection	MSEB0015	G121eI104Z	B11	NA	NA	NA	NA	0	15	G121e	ULV2_Half
M301629	102	44.223560126546715	4.136028844760734	Caecum right	Positive	MSEB0015	G121eI104C	B11	12553.1693	47697.32826	5000	Success	2	15	G121e	ULV2_Half
M301630	1	1	1	Caecum right	NegativeMebrane	MSEB0015	G121eI104M	B11	9665.23738	37793.57598	5000	Success	1	15	G121e	ULV2_Half
M301631	101	43.213021636987676	4.029965797814004	Caecum right	Positive	MSEB0015	G121eI104C	B11	12925.6	47760.37328	5000	Success	1	15	G121e	ULV2_Half
M301632	102	43.28532472141973	3.964850217035111	Caecum right	Positive	MSEB0015	G121eI104C	B11	13655.3237	47737.86962	5000	Success	1	15	G121e	ULV2_Half
M301633	13	12.005255035227439	2.957479896403852	Caecum right	Positive	MSEB0015	G121eI104C	B11	14190.2937	47733.95594	5000	Success	1	15	G121e	ULV2_Half
M301634	105	41.47650689105818	4.096036754165786	Caecum right	Positive	MSEB0015	G121eI104C	B11	12278.52954	46523.46192	5000	Success	1	15	G121e	ULV2_Half
M301635	3	2.9673894944723282	1.783926535499335	Caecum right	NegativeMebrane	MSEB0015	G121eI104M	B11	16019.0228	37782.81336	5000	Success	1	15	G121e	ULV2_Half
M301636	99	45.03170077704088	4.181020427690967	Caecum right	Positive	MSEB0015	G121eI104C	B11	12327.51278	46664.42608	5000	Success	1	15	G121e	ULV2_Half
M301637	1	1	1	Caecum right	NegativeReaction	MSEB0015	G121eI104R	NA	NA	NA	NA	NA	0	15	G121e	ULV2_Half
M301638	94	40.118239979948385	4.097245164306394	Caecum right	Positive	MSEB0015	G121eI104C	B11	12137.6993	46789.01156	5000	Success	1	15	G121e	ULV2_Half
M301639	103	43.08588023295884	3.9967143748343403	Caecum right	Positive	MSEB0015	G121eI104C	B11	NA	NA	NA	Success	1	15	G121e	ULV2_Half
M301640	92	42.44119805164809	3.93337526659374	Caecum right	Positive	MSEB0015	G121eI104C	B11	12812.0456	46716.83462	5000	Success	1	15	G121e	ULV2_Half
M301641	103	43.328248029977864	4.000526948962238	Caecum right	Positive	MSEB0015	G121eI104C	B11	NA	NA	NA	Success	1	15	G121e	ULV2_Half
M301642	92	42.81581317326796	3.9563927348615646	Caecum right	Positive	MSEB0015	G121eI104C	B11	12937.14104	44877.33044	5000	Success	1	15	G121e	ULV2_Half
M301643	93	39.60181426020066	4.218088550108518	Caecum right	Positive	MSEB0015	G121eI104C	B11	12939.75016	45159.48272	5000	Success	1	15	G121e	ULV2_Half
M301644	0	1	0	Caecum right	NegativeCollection	MSEB0015	G121eI104Z	B11	NA	NA	NA	NA	0	15	G121e	ULV2_Half
M301645	98	42.147724174045045	4.057133239047375	Caecum right	Positive	MSEB0015	G121eI104C	B11	12904.57932	45706.44284	5000	Success	1	15	G121e	ULV2_Half
M301646	90	40.91273890769657	3.922784284790603	Caecum right	Positive	MSEB0015	G121eI104C	B11	12938.69788	46308.37052	5000	Success	1	15	G121e	ULV2_Half
M301647	94	40.11247660889883	4.090781085053499	Caecum right	Positive	MSEB0015	G121eI104C	B11	12946.2991	47528.6228	5000	Success	1	15	G121e	ULV2_Half
M301648	109	44.811348370602666	4.082782327105496	Caecum right	Positive	MSEB0015	G121eI104C	B11	12895.09512	48524.79512	5000	Success	1	15	G121e	ULV2_Half
M301649	0	1	0	Caecum right	NegativeMebrane	MSEB0015	G121eI104M	B11	12425.71368	38690.15684	5000	Success	1	15	G121e	ULV2_Half
M301650	0	1	0	Caecum right	NegativeReaction	MSEB0015	G121eI104R	NA	NA	NA	NA	NA	0	15	G121e	ULV2_Half
M301651	0	1	0	Caecum right	NegativeReaction	MSEB0015	G121eI104R	NA	NA	NA	NA	NA	0	15	G121e	ULV2_Half
M301652	0	1	0	Caecum right	NegativeReaction	MSEB0015	G121eI104R	NA	NA	NA	NA	NA	0	15	G121e	ULV2_Half
M301653	0	1	0	Caecum right	NegativeReaction	MSEB0015	G121eI104R	NA	NA	NA	NA	NA	0	15	G121e	ULV2_Half
M301654	0	1	0	Caecum right	NegativeReaction	MSEB0015	G121eI104R	NA	NA	NA	NA	NA	0	15	G121e	ULV2_Half
M301655	0	1	0	Caecum right	NegativeReaction	MSEB0015	G121eI104R	NA	NA	NA	NA	NA	0	15	G121e	ULV2_Half
M301656	0	1	0	Caecum right	NegativeReaction	MSEB0015	G121eI104R	NA	NA	NA	NA	NA	0	15	G121e	ULV2_Half
M301657	0	1	0	Caecum right	NegativeReaction	MSEB0015	G121eI104R	NA	NA	NA	NA	NA	0	15	G121e	ULV2_Half
M301658	0	1	0	Caecum right	NegativeReaction	MSEB0015	G121eI104R	NA	NA	NA	NA	NA	0	15	G121e	ULV2_Half
M301659	0	1	0	Caecum right	NegativeReaction	MSEB0015	G121eI104R	NA	NA	NA	NA	NA	0	15	G121e	ULV2_Half
M301660	0	1	0	Caecum right	NegativeReaction	MSEB0015	G121eI104R	NA	NA	NA	NA	NA	0	15	G121e	ULV2_Half
M301661	0	1	0	Caecum right	NegativeReaction	MSEB0015	G121eI104R	NA	NA	NA	NA	NA	0	15	G121e	ULV2_Half
M301663	0	1	0	Caecum right	NegativeReaction	MSEB0015	G121eI104R	NA	NA	NA	NA	NA	0	15	G121e	ULV2_Half
M301664	0	1	0	Caecum right	NegativeReaction	MSEB0015	G121eI104R	NA	NA	NA	NA	NA	0	15	G121e	ULV2_Half
Undeter	114	45.50697115400591	4.125660911307403	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
