microsample	richness	neutral	phylogenetic	section	type	batch	cryosection	buffer	Xcoord	Ycoord	size	collection	collection_attempts	cycles	animal	protocol	collection_method
M301331	112	44.95877116434647	3.1306215888587197	Colon	NegativeReaction	MSEB0012	G103bO202R	NA	NA	NA	NA	NA	0	15	G103b	ULV2_Half	Lid8_Covaris_500639
M301332	16	6.305453752636269	2.0672574891929356	Colon	Positive	MSEB0012	G103bO202A	B11	41085.91002	17000.70058	5000	Success	1	15	G103b	ULV2_Half	Lid8_Covaris_500639
M301333	28	17.582792902149322	4.4025227043824895	Colon	NegativeMebrane	MSEB0012	G103bO202M	B11	40031.74592	17661.18876	5000	Fail	3	15	G103b	ULV2_Half	Lid8_Covaris_500639
M301334	41	20.344645749897097	4.24964062246901	Colon	Positive	MSEB0012	G103bO202A	B11	41194.41464	17230.58876	5000	Fail	3	15	G103b	ULV2_Half	Lid8_Covaris_500639
M301335	12	5.9364210802584205	2.7241389497627835	Colon	Positive	MSEB0012	G103bO202A	B11	41365.73814	17749.83044	5000	Fail	3	15	G103b	ULV2_Half	Lid8_Covaris_500639
M301336	44	23.903168032724174	4.243349852524397	Colon	Positive	MSEB0012	G103bO202A	B11	41541.8673	17517.34252	5000	Success	1	15	G103b	ULV2_Half	Lid8_Covaris_500639
M301337	46	10.594110681085635	3.8458896482231184	Colon	Positive	MSEB0012	G103bO202A	B11	41905.2655	17614.85838	5000	Fail	3	15	G103b	ULV2_Half	Lid8_Covaris_500639
M301338	31	4.8043509737043975	2.5918191103230437	Colon	Positive	MSEB0012	G103bO202A	B11	41276.78876	18329.22704	5000	Success	1	15	G103b	ULV2_Half	Lid8_Covaris_500639
M301339	43	5.0146061989782975	2.3177392813064497	Colon	Positive	MSEB0012	G103bO202A	B11	41696.43886	17996.8833	5000	Success	2	15	G103b	ULV2_Half	Lid8_Covaris_500639
M301340	9	5.1571960381722475	2.283701228800323	Colon	NegativeMebrane	MSEB0012	G103bO202M	B11	42670.5957	16129.89518	5000	Success	1	15	G103b	ULV2_Half	Lid8_Covaris_500639
M301341	33	5.890859765403915	2.205254829359389	Colon	Positive	MSEB0012	G103bO202A	B11	41762.31914	18119.51194	5000	Success	3	15	G103b	ULV2_Half	Lid8_Covaris_500639
M301342	48	5.645635070050415	2.4038921697005695	Colon	Positive	MSEB0012	G103bO202A	B11	41096.27874	18126.66962	5000	Success	1	15	G103b	ULV2_Half	Lid8_Covaris_500639
M301343	15	8.07241232067227	3.4779328049910823	Colon	NegativeCollection	MSEB0012	G103bO202Z	B11	NA	NA	NA	NA	0	15	G103b	ULV2_Half	Lid8_Covaris_500639
M301344	29	15.160288886645297	3.473118045304397	Colon	Positive	MSEB0012	G103bO202A	B11	41840.81952	17244.87238	5000	Success	1	15	G103b	ULV2_Half	Lid8_Covaris_500639
M301345	60	3.6487779299463003	2.4250749994156626	Colon	Positive	MSEB0012	G103bO202A	B11	41615.13064	17636.39242	5000	Success	1	15	G103b	ULV2_Half	Lid8_Covaris_500639
M301346	23	9.510258050031947	3.2643212287915815	Colon	Positive	MSEB0012	G103bO202B	B11	41121.26064	31903.6352	5000	Fail	3	15	G103b	ULV2_Half	Lid8_Covaris_500639
M301347	35	11.203872543636434	3.0440576786461353	Colon	Positive	MSEB0012	G103bO202B	B11	NA	NA	NA	Success	2	15	G103b	ULV2_Half	Lid8_Covaris_500639
M301348	98	5.77538620630474	1.7815853076721033	Colon	Positive	MSEB0012	G103bO202B	B11	41066.92588	31834.1587	5000	Success	1	15	G103b	ULV2_Half	Lid8_Covaris_500639
M301349	8	5.20143797613483	1.5400983382917874	Colon	NegativeMebrane	MSEB0012	G103bO202M	B11	43773.13288	31492.75144	5000	Fail	3	15	G103b	ULV2_Half	Lid8_Covaris_500639
M301350	28	11.497175092304971	3.4712597868719595	Colon	NegativeCollection	MSEB0012	G103bO202Z	B11	NA	NA	NA	NA	0	15	G103b	ULV2_Half	Lid8_Covaris_500639
M301351	80	5.024789859775424	1.8186176690137723	Colon	Positive	MSEB0012	G103bO202B	B11	40978.64194	31539.06776	5000	Success	2	15	G103b	ULV2_Half	Lid8_Covaris_500639
M301352	87	2.93247518699946	2.1334995669679113	Colon	Positive	MSEB0012	G103bO202B	B11	41251.34098	31431.61002	5000	Success	1	15	G103b	ULV2_Half	Lid8_Covaris_500639
M301353	40	19.039838244458004	4.168904232716242	Colon	Positive	MSEB0012	G103bO202B	B11	41409.99608	31114.40822	5000	Success	1	15	G103b	ULV2_Half	Lid8_Covaris_500639
M301354	159	53.713874130307516	3.826278825075585	Colon	Positive	MSEB0012	G103bO202B	B11	41668.30296	31063.3616	5000	Success	1	15	G103b	ULV2_Half	Lid8_Covaris_500639
M301355	5	3.4053605149912585	1.3303689492526376	Colon	NegativeReaction	MSEB0012	G103bO202R	NA	NA	NA	NA	NA	0	15	G103b	ULV2_Half	Lid8_Covaris_500639
M301356	17	3.9671777347356794	1.3237569697626679	Colon	Positive	MSEB0012	G103bO202B	B11	41960.29826	31121.08838	5000	Fail	3	15	G103b	ULV2_Half	Lid8_Covaris_500639
M301357	28	6.184167799205764	2.1383791863774575	Colon	Positive	MSEB0012	G103bO202B	B11	41748.6334	31372.54232	5000	Fail	3	15	G103b	ULV2_Half	Lid8_Covaris_500639
M301358	93	8.033076987786895	1.773154673391977	Colon	Positive	MSEB0012	G103bO202B	B11	41684.03558	30812.28516	5000	Success	1	15	G103b	ULV2_Half	Lid8_Covaris_500639
M301359	39	5.013777160523098	1.7301226375140821	Colon	Positive	MSEB0012	G103bO202B	B11	41888.6409	30691.73628	5000	Success	3	15	G103b	ULV2_Half	Lid8_Covaris_500639
M301360	29	11.654806057748718	3.2336942841872083	Colon	Positive	MSEB0012	G103bO202B	B11	41051.87104	30682.46512	5000	Fail	3	15	G103b	ULV2_Half	Lid8_Covaris_500639
M301361	56	31.272172420945708	4.249494704825304	Colon	NegativeMebrane	MSEB0012	G103bO202M	B11	41203.00558	28673.7815	5000	Success	2	15	G103b	ULV2_Half	Lid8_Covaris_500639
M301362	79	44.92974691491184	4.154916473671766	Colon	NegativeMebrane	MSEB0012	G103bO202M	B11	44105.7851	46919.61188	5000	Success	1	15	G103b	ULV2_Half	Lid8_Covaris_500639
M301363	21	10.368702862701767	2.969392390477436	Colon	Positive	MSEB0012	G103bO202C	B11	42227.02954	45904.7727	5000	Success	1	15	G103b	ULV2_Half	Lid8_Covaris_500639
M301364	175	67.18243533435749	4.463314338841186	Colon	Positive	MSEB0012	G103bO202C	B11	42798.15272	44268.3438	5000	Fail	3	15	G103b	ULV2_Half	Lid8_Covaris_500639
M301365	10	3.2967587252853416	1.3712142201219442	Colon	Positive	MSEB0012	G103bO202C	B11	41809.89788	45629.1815	5000	Success	1	15	G103b	ULV2_Half	Lid8_Covaris_500639
M301366	14	4.681327762419614	1.4377811765975963	Colon	Positive	MSEB0012	G103bO202C	B11	42180.94598	45036.8465	5000	Success	1	15	G103b	ULV2_Half	Lid8_Covaris_500639
M301367	11	3.374386447713215	1.5747896483263708	Colon	Positive	MSEB0012	G103bO202C	B11	42551.6086	44760.61316	5000	Success	1	15	G103b	ULV2_Half	Lid8_Covaris_500639
M301368	32	18.02139326491573	4.920573458684852	Colon	Positive	MSEB0012	G103bO202C	B11	42729.66332	44186.8088	5000	Fail	3	15	G103b	ULV2_Half	Lid8_Covaris_500639
M301369	14	8.958857970580775	3.2424040189672985	Colon	NegativeCollection	MSEB0012	G103bO202Z	B11	NA	NA	NA	NA	0	15	G103b	ULV2_Half	Lid8_Covaris_500639
M301370	33	11.063934081697615	3.6820542606874325	Colon	Positive	MSEB0012	G103bO202C	B11	42248.67732	45163.92228	5000	Success	2	15	G103b	ULV2_Half	Lid8_Covaris_500639
M301371	101	28.356164896394727	3.4120868067493975	Colon	Positive	MSEB0012	G103bO202C	B11	42343.66506	45296.0106	5000	Success	2	15	G103b	ULV2_Half	Lid8_Covaris_500639
M301372	22	9.598107369703762	3.2387154313213293	Colon	Positive	MSEB0012	G103bO202C	B11	42131.08786	45460.48658	5000	Success	1	15	G103b	ULV2_Half	Lid8_Covaris_500639
M301373	12	4.038569319479292	1.862979906887623	Colon	Positive	MSEB0012	G103bO202C	B11	42210.01374	45601.5616	5000	Fail	3	15	G103b	ULV2_Half	Lid8_Covaris_500639
M301374	16	3.6172836129961103	1.236128704691002	Colon	Positive	MSEB0012	G103bO202C	B11	42975.7614	45566.74104	5000	Fail	3	15	G103b	ULV2_Half	Lid8_Covaris_500639
M301375	177	50.193435760293774	3.763927948171405	Colon	NegativeCollection	MSEB0012	G103bO202Z	B11	NA	NA	NA	NA	0	15	G103b	ULV2_Half	Lid8_Covaris_500639
M301376	61	26.951963802444254	3.49759059903589	Colon	NegativeMebrane	MSEB0012	G103bO202M	B11	44828.31554	45127.40366	5000	Fail	3	15	G103b	ULV2_Half	Lid8_Covaris_500639
M301377	35	8.860852735637817	3.3235926753328457	Colon	Positive	MSEB0012	G103bO202C	B11	43010.45838	44867.36506	5000	Success	2	15	G103b	ULV2_Half	Lid8_Covaris_500639
M301474	251	58.459593272388105	4.244637721974263	Caecum right	Positive	MSEB0014	G121eI104A	B11	12875.34	12963.54	50000	Success	1	12	G121e	ULV2_Half	Lid8_Covaris_500639
M301475	182	59.6732459051745	4.76784872274453	Caecum right	NegativeMebrane	MSEB0014	G121eI104M	B11	7713.36	7571.61	50000	Success	1	12	G121e	ULV2_Half	Lid8_Covaris_500639
M301476	252	60.10300611876966	4.181118100748957	Caecum right	Positive	MSEB0014	G121eI104A	B11	14099.76	14002.11	50000	Success	3	12	G121e	ULV2_Half	Lid8_Covaris_500639
M301477	253	59.75258245464899	4.198638541209023	Caecum right	Positive	MSEB0014	G121eI104A	B11	12849.68	13032.38	50000	Success	2	12	G121e	ULV2_Half	Lid8_Covaris_500639
M301478	252	63.257161012996924	4.105863390132108	Caecum right	Positive	MSEB0014	G121eI104A	B11	13579.92	13778.37	50000	Success	3	12	G121e	ULV2_Half	Lid8_Covaris_500639
M301479	159	54.72182107135925	4.922229167177476	Caecum right	NegativeReaction	MSEB0014	G121eI104R	NA	NA	NA	NA	NA	0	12	G121e	ULV2_Half	Lid8_Covaris_500639
M301480	251	58.33626894958816	4.267813076769887	Caecum right	Positive	MSEB0014	G121eI104A	B11	13400	13359.05	50000	Success	1	12	G121e	ULV2_Half	Lid8_Covaris_500639
M301481	251	50.4064310913033	4.1881098482592485	Caecum right	Positive	MSEB0014	G121eI104A	B11	13768.14	13720.89	50000	Success	1	12	G121e	ULV2_Half	Lid8_Covaris_500639
M301482	252	55.762976882223796	4.209826926571929	Caecum right	Positive	MSEB0014	G121eI104A	B11	13027.18	13102.78	25000	Success	2	12	G121e	ULV2_Half	Lid8_Covaris_500639
M301483	248	51.35244095586863	4.19821183445729	Caecum right	NegativeCollection	MSEB0014	G121eI104Z	B11	NA	NA	NA	NA	0	12	G121e	ULV2_Half	Lid8_Covaris_500639
M301484	252	55.500690881646705	4.210180305334406	Caecum right	Positive	MSEB0014	G121eI104A	B11	12890.08	13312.18	25000	Success	1	12	G121e	ULV2_Half	Lid8_Covaris_500639
M301485	251	57.059323723092966	4.21680805761576	Caecum right	Positive	MSEB0014	G121eI104A	B11	14490.28	14534.38	25000	Success	1	12	G121e	ULV2_Half	Lid8_Covaris_500639
M301486	252	55.58435800236232	4.211804998814113	Caecum right	Positive	MSEB0014	G121eI104A	B11	14544.72	14522.67	25000	Success	1	12	G121e	ULV2_Half	Lid8_Covaris_500639
M301487	252	61.046236031554024	4.247496559864829	Caecum right	Positive	MSEB0014	G121eI104A	B11	15322.58	15410.78	25000	Success	1	12	G121e	ULV2_Half	Lid8_Covaris_500639
M301488	219	49.81606813647327	4.237997615577323	Caecum right	NegativeMebrane	MSEB0014	G121eI104M	B11	11373.66	11398.86	25000	Success	2	12	G121e	ULV2_Half	Lid8_Covaris_500639
M301489	253	55.36331411768349	4.23052790433555	Caecum right	Positive	MSEB0014	G121eI104A	B11	16610.84	16802.99	25000	Success	1	12	G121e	ULV2_Half	Lid8_Covaris_500639
M301490	251	54.604504663134975	4.1149378989337775	Caecum right	Positive	MSEB0014	G121eI104A	B11	16642	17010.55	5000	Success	1	15	G121e	ULV2_Half	Lid8_Covaris_500639
M301491	252	52.55586757478561	4.062557937378287	Caecum right	Positive	MSEB0014	G121eI104A	B11	15800.56	15869.86	5000	Success	1	15	G121e	ULV2_Half	Lid8_Covaris_500639
M301492	219	44.83809359471667	4.137846885894579	Caecum right	NegativeCollection	MSEB0014	G121eI104Z	B11	NA	NA	NA	NA	0	15	G121e	ULV2_Half	Lid8_Covaris_500639
M301493	250	53.81041941469233	4.22705608761465	Caecum right	Positive	MSEB0014	G121eI104A	B11	15245.06	15396.26	5000	Success	1	15	G121e	ULV2_Half	Lid8_Covaris_500639
M301494	251	53.66260177192348	4.201035228656764	Caecum right	Positive	MSEB0014	G121eI104A	B11	15889.02	16367.82	5000	Success	2	15	G121e	ULV2_Half	Lid8_Covaris_500639
M301495	208	57.20753459385424	4.684290570907372	Caecum right	NegativeMebrane	MSEB0014	G121eI104M	B11	12473.66	13176.11	5000	Success	3	15	G121e	ULV2_Half	Lid8_Covaris_500639
M301496	252	53.444653034394236	4.223365504411431	Caecum right	Positive	MSEB0014	G121eI104A	B11	14604.78	15001.68	5000	Success	1	15	G121e	ULV2_Half	Lid8_Covaris_500639
M301497	250	54.86064735623334	4.294279947537824	Caecum right	Positive	MSEB0014	G121eI104A	B11	14224.32	14158.17	5000	Success	1	15	G121e	ULV2_Half	Lid8_Covaris_500639
M301498	233	58.58131365207437	4.583960786806995	Caecum right	NegativeCollection	MSEB0014	G121eI104Z	B11	NA	NA	NA	NA	0	15	G121e	ULV2_Half	Lid8_Covaris_500639
M301499	249	51.6598658739575	4.162795111129927	Caecum right	Positive	MSEB0014	G121eI104A	B11	11028.92	10795.82	2500	Success	1	15	G121e	ULV2_Half	Lid8_Covaris_500639
M301500	226	59.55015978247944	4.091427484634684	Caecum right	Positive	MSEB0014	G121eI104A	B11	12571.72	11648.77	2500	Fail	2	15	G121e	ULV2_Half	Lid8_Covaris_500639
M301501	245	60.485582132849395	4.174507274354867	Caecum right	Positive	MSEB0014	G121eI104A	B11	14316.7	15353.05	2500	Success	2	15	G121e	ULV2_Half	Lid8_Covaris_500639
M301502	232	67.99098209738102	5.549896372397053	Caecum right	NegativeMebrane	MSEB0014	G121eI104M	B11	9628	9716.2	2500	Success	1	15	G121e	ULV2_Half	Lid8_Covaris_500639
M301503	251	54.616949546769156	4.121314889643138	Caecum right	Positive	MSEB0014	G121eI104A	B11	13220.38	13302.28	2500	Success	1	15	G121e	ULV2_Half	Lid8_Covaris_500639
M301504	251	53.278691872870866	4.255307412677383	Caecum right	Positive	MSEB0014	G121eI104A	B11	15960.84	15837.99	2500	Success	2	15	G121e	ULV2_Half	Lid8_Covaris_500639
M301505	250	54.629691783356186	4.154936801266929	Caecum right	Positive	MSEB0014	G121eI104A	B11	14812.38	15574.68	2500	Success	2	15	G121e	ULV2_Half	Lid8_Covaris_500639
M301506	250	47.89797152701762	4.149596997392649	Caecum right	Positive	MSEB0014	G121eI104A	B11	14953.38	14745.48	1500	Success	1	17	G121e	ULV2_Half	Lid8_Covaris_500639
M301507	224	27.201609858577303	3.9025265942358782	Caecum right	NegativeMebrane	MSEB0014	G121eI104M	B11	17671	17765.5	1500	Success	1	17	G121e	ULV2_Half	Lid8_Covaris_500639
M301508	250	56.80193593936519	4.194306112898905	Caecum right	Positive	MSEB0014	G121eI104A	B11	15647.26	15401.56	1500	Success	2	17	G121e	ULV2_Half	Lid8_Covaris_500639
M301509	251	54.77394212375589	4.347294664671762	Caecum right	Positive	MSEB0014	G121eI104A	B11	15406.64	15334.19	1500	Success	1	17	G121e	ULV2_Half	Lid8_Covaris_500639
M301510	252	53.45146597815722	4.224686180475939	Caecum right	Positive	MSEB0014	G121eI104A	B11	15941.48	15941.48	1500	Success	1	17	G121e	ULV2_Half	Lid8_Covaris_500639
M301511	240	37.696350023586206	4.304671948205372	Caecum right	Positive	MSEB0014	G121eI104A	B11	16259.68	16231.33	1500	Fail	2	17	G121e	ULV2_Half	Lid8_Covaris_500639
M301512	218	45.419839299657774	5.327229574124906	Caecum right	NegativeReaction	MSEB0014	G121eI104R	NA	NA	NA	NA	NA	0	17	G121e	ULV2_Half	Lid8_Covaris_500639
M301513	250	53.8567372987217	4.169603921273422	Caecum right	Positive	MSEB0014	G121eI104A	B11	16421.16	16008.51	1500	Fail	2	17	G121e	ULV2_Half	Lid8_Covaris_500639
M301514	247	60.282028564392995	3.99593191355999	Caecum right	Positive	MSEB0014	G121eI104A	B11	16286.84	16579.79	500	Success	2	17	G121e	ULV2_Half	Lid8_Covaris_500639
M301515	244	48.59436763280238	4.373441155587629	Caecum right	Positive	MSEB0014	G121eI104A	B11	15862	15732.85	500	Success	1	17	G121e	ULV2_Half	Lid8_Covaris_500639
M301516	241	54.98632099274034	4.16071717565829	Caecum right	Positive	MSEB0014	G121eI104A	B11	16881.64	17272.24	500	Success	2	17	G121e	ULV2_Half	Lid8_Covaris_500639
M301517	224	54.705349463213715	5.034507319542818	Caecum right	NegativeMebrane	MSEB0014	G121eI104M	B11	8021.76	7032.66	500	Fail	2	17	G121e	ULV2_Half	Lid8_Covaris_500639
M301518	229	37.12216432631446	4.1354027528926824	Caecum right	Positive	MSEB0014	G121eI104A	B11	17231.34	17467.59	500	Fail	2	17	G121e	ULV2_Half	Lid8_Covaris_500639
M301519	246	57.80569584716892	4.285331659887434	Caecum right	Positive	MSEB0014	G121eI104A	B11	16331.58	16315.83	500	Success	1	17	G121e	ULV2_Half	Lid8_Covaris_500639
M301520	231	47.661806242238086	4.201913242032217	Caecum right	NegativeCollection	MSEB0014	G121eI104Z	B11	NA	NA	NA	NA	0	17	G121e	ULV2_Half	Lid8_Covaris_500639
M301521	250	50.88774159619143	4.255993492925341	Caecum right	Positive	MSEB0014	G121eI104A	B11	16653.84	16971.99	500	Fail	2	17	G121e	ULV2_Half	Lid8_Covaris_500639
M301522	252	59.38972041902135	4.189962084611175	Caecum right	Positive	MSEB0014	G121eI104B	B11	12230.26	11562.46	50000	Success	1	12	G121e	ULV2_Half	Lid8_Covaris_500639
M301523	251	58.21827509089341	4.188810229915711	Caecum right	Positive	MSEB0014	G121eI104B	B11	11595.6	11286.9	50000	Success	2	12	G121e	ULV2_Half	Lid8_Covaris_500639
M301524	252	58.55689101879704	4.20600275200972	Caecum right	Positive	MSEB0014	G121eI104B	B11	11998.72	12401.92	50000	Success	1	12	G121e	ULV2_Half	Lid8_Covaris_500639
M301525	231	54.65628500625686	4.310578636860395	Caecum right	NegativeCollection	MSEB0014	G121eI104Z	B11	NA	NA	NA	NA	0	12	G121e	ULV2_Half	Lid8_Covaris_500639
M301526	252	57.83678344127496	4.1507464690094755	Caecum right	Positive	MSEB0014	G121eI104B	B11	12597.62	13684.37	50000	Success	1	12	G121e	ULV2_Half	Lid8_Covaris_500639
M301527	252	55.60313523934641	4.181670839756155	Caecum right	Positive	MSEB0014	G121eI104B	B11	13354.84	13846.24	50000	Success	1	12	G121e	ULV2_Half	Lid8_Covaris_500639
M301528	252	55.040494554599434	4.2392142888443844	Caecum right	Positive	MSEB0014	G121eI104B	B11	14360.82	14064.72	50000	Success	1	12	G121e	ULV2_Half	Lid8_Covaris_500639
M301529	145	55.04384070287722	5.162074098228439	Caecum right	NegativeMebrane	MSEB0014	G121eI104M	B11	7999.44	8030.94	50000	Success	1	12	G121e	ULV2_Half	Lid8_Covaris_500639
M301530	252	57.70709731334539	4.132817555680915	Caecum right	Positive	MSEB0014	G121eI104B	B11	13571.18	13986.98	25000	Success	1	12	G121e	ULV2_Half	Lid8_Covaris_500639
M301531	252	56.154109865857066	4.113248964105837	Caecum right	Positive	MSEB0014	G121eI104B	B11	13012.92	12908.97	25000	Success	1	12	G121e	ULV2_Half	Lid8_Covaris_500639
M301532	251	53.74432149558037	4.07928259731759	Caecum right	Positive	MSEB0014	G121eI104B	B11	12387.2	12226.55	25000	Success	1	12	G121e	ULV2_Half	Lid8_Covaris_500639
M301533	236	54.178244008976534	4.155871828365089	Caecum right	NegativeMebrane	MSEB0014	G121eI104M	B11	9809.58	9655.23	25000	Success	2	12	G121e	ULV2_Half	Lid8_Covaris_500639
M301534	238	51.22499705676071	4.145365926881386	Caecum right	NegativeCollection	MSEB0014	G121eI104Z	B11	NA	NA	NA	NA	0	12	G121e	ULV2_Half	Lid8_Covaris_500639
M301535	252	57.93107553824783	4.138970965914438	Caecum right	Positive	MSEB0014	G121eI104B	B11	12840.64	13486.39	25000	Success	1	12	G121e	ULV2_Half	Lid8_Covaris_500639
M301536	252	59.2116005859358	3.8832129411154717	Caecum right	Positive	MSEB0014	G121eI104B	B11	12777.5	12232.55	25000	Success	1	12	G121e	ULV2_Half	Lid8_Covaris_500639
M301537	251	55.43195467553665	4.217245313379196	Caecum right	Positive	MSEB0014	G121eI104B	B11	12582.32	13407.62	25000	Success	1	12	G121e	ULV2_Half	Lid8_Covaris_500639
M301538	251	53.633147774215836	4.271054921961314	Caecum right	Positive	MSEB0014	G121eI104B	B11	14230.38	14088.63	5000	Success	1	15	G121e	ULV2_Half	Lid8_Covaris_500639
M301539	196	55.817359146336784	5.273523418965486	Caecum right	NegativeReaction	MSEB0014	G121eI104R	NA	NA	NA	NA	NA	0	15	G121e	ULV2_Half	Lid8_Covaris_500639
M301540	252	55.16538667844026	4.203452881380177	Caecum right	Positive	MSEB0014	G121eI104B	B11	14377.36	14434.06	5000	Success	1	15	G121e	ULV2_Half	Lid8_Covaris_500639
M301541	252	54.76307945840094	4.276205645067976	Caecum right	Positive	MSEB0014	G121eI104B	B11	12905.56	13223.71	5000	Success	2	15	G121e	ULV2_Half	Lid8_Covaris_500639
M301542	251	54.19743903523293	4.1791017985383005	Caecum right	Positive	MSEB0014	G121eI104B	B11	12067.92	12458.52	5000	Success	1	15	G121e	ULV2_Half	Lid8_Covaris_500639
M301543	225	58.057586512824855	4.7362602861308325	Caecum right	NegativeMebrane	MSEB0014	G121eI104M	B11	6287.12	6101.27	5000	Success	1	15	G121e	ULV2_Half	Lid8_Covaris_500639
M301544	250	55.195597792474906	4.093824537879859	Caecum right	Positive	MSEB0014	G121eI104B	B11	12845.16	11767.86	5000	Success	1	15	G121e	ULV2_Half	Lid8_Covaris_500639
M301545	253	55.42522186397569	4.275075247352429	Caecum right	Positive	MSEB0014	G121eI104B	B11	10861.76	9841.16	5000	Success	2	15	G121e	ULV2_Half	Lid8_Covaris_500639
M301546	214	39.80394852264784	4.792837126340564	Caecum right	NegativeMebrane	MSEB0014	G121eI104M	B11	12480.64	12234.94	2500	Fail	2	15	G121e	ULV2_Half	Lid8_Covaris_500639
M301547	252	55.40824359514439	4.218164237638353	Caecum right	Positive	MSEB0014	G121eI104B	B11	14409.46	13710.16	2500	Success	2	15	G121e	ULV2_Half	Lid8_Covaris_500639
M301548	253	54.12808375626127	4.134153297251106	Caecum right	Positive	MSEB0014	G121eI104B	B11	13130.5	13039.15	2500	Success	2	15	G121e	ULV2_Half	Lid8_Covaris_500639
M301549	248	58.065803826364615	4.09728009874051	Caecum right	Positive	MSEB0014	G121eI104B	B11	12754.94	12720.29	2500	Success	1	15	G121e	ULV2_Half	Lid8_Covaris_500639
M301550	220	51.80716476667415	4.232812693705682	Caecum right	Positive	MSEB0014	G121eI104B	B11	14368.42	14154.22	2500	Fail	2	15	G121e	ULV2_Half	Lid8_Covaris_500639
M301551	252	53.615710069730895	4.246873681216674	Caecum right	Positive	MSEB0014	G121eI104B	B11	14537.84	13299.89	2500	Success	1	15	G121e	ULV2_Half	Lid8_Covaris_500639
M301552	205	55.91707526947228	5.96809260012771	Caecum right	NegativeCollection	MSEB0014	G121eI104Z	B11	NA	NA	NA	NA	0	15	G121e	ULV2_Half	Lid8_Covaris_500639
M301553	251	53.3043722181964	4.256485610222786	Caecum right	Positive	MSEB0014	G121eI104B	B11	13452.56	13373.81	2500	Success	1	15	G121e	ULV2_Half	Lid8_Covaris_500639
M301554	251	49.71986669718551	4.254049810939224	Caecum right	Positive	MSEB0014	G121eI104B	B11	11147.28	11185.08	1500	Success	1	17	G121e	ULV2_Half	Lid8_Covaris_500639
M301555	251	54.271976208247715	4.193907827369364	Caecum right	Positive	MSEB0014	G121eI104B	B11	11300.54	11221.79	1500	Success	1	17	G121e	ULV2_Half	Lid8_Covaris_500639
M301556	247	52.74828165980883	4.12138201147423	Caecum right	Positive	MSEB0014	G121eI104B	B11	11719.38	11505.18	1500	Success	1	17	G121e	ULV2_Half	Lid8_Covaris_500639
M301557	247	37.748197933532545	3.524735309858997	Caecum right	Positive	MSEB0014	G121eI104B	B11	12125.62	12157.12	1500	Success	1	17	G121e	ULV2_Half	Lid8_Covaris_500639
M301558	221	48.68010782391151	5.398057772829951	Caecum right	NegativeCollection	MSEB0014	G121eI104Z	B11	NA	NA	NA	NA	0	17	G121e	ULV2_Half	Lid8_Covaris_500639
M301559	236	42.5135170979051	5.046539536730451	Caecum right	NegativeMebrane	MSEB0014	G121eI104M	B11	17382.02	16572.47	1500	Success	1	17	G121e	ULV2_Half	Lid8_Covaris_500639
M301560	250	57.17921052145052	4.147183901130114	Caecum right	Positive	MSEB0014	G121eI104B	B11	12889.44	12561.84	1500	Success	1	17	G121e	ULV2_Half	Lid8_Covaris_500639
M301561	247	53.35295239124133	4.0676394885275435	Caecum right	Positive	MSEB0014	G121eI104B	B11	14329.4	14430.2	1500	Success	1	17	G121e	ULV2_Half	Lid8_Covaris_500639
M301562	245	55.163932430644095	4.031335383327365	Caecum right	Positive	MSEB0014	G121eI104B	B11	14593.06	15213.61	500	Fail	2	17	G121e	ULV2_Half	Lid8_Covaris_500639
M301563	226	56.97984910197327	5.48279962272658	Caecum right	NegativeMebrane	MSEB0014	G121eI104M	B11	19703.7	19880.1	500	Success	2	17	G121e	ULV2_Half	Lid8_Covaris_500639
M301564	249	50.093915159110544	4.266063298859311	Caecum right	Positive	MSEB0014	G121eI104B	B11	15112.18	14327.83	500	Fail	2	17	G121e	ULV2_Half	Lid8_Covaris_500639
M301565	250	54.1300633499655	4.341326131667145	Caecum right	Positive	MSEB0014	G121eI104B	B11	13740.22	13592.17	500	Fail	2	17	G121e	ULV2_Half	Lid8_Covaris_500639
M301566	250	47.042351603385356	4.069498763633021	Caecum right	Positive	MSEB0014	G121eI104B	B11	15661.1	15705.2	500	Success	2	17	G121e	ULV2_Half	Lid8_Covaris_500639
M301567	247	54.96055415287156	4.190326522518096	Caecum right	Positive	MSEB0014	G121eI104B	B11	13439.48	13663.13	500	Success	2	17	G121e	ULV2_Half	Lid8_Covaris_500639
M301568	215	45.895252126790645	5.334705124363577	Caecum right	NegativeReaction	MSEB0014	G121eI104R	NA	NA	NA	NA	NA	0	17	G121e	ULV2_Half	Lid8_Covaris_500639
M301569	244	50.133233988593226	4.3076504143191645	Caecum right	Positive	MSEB0014	G121eI104B	B11	15017.42	15111.92	500	Fail	2	17	G121e	ULV2_Half	Lid8_Covaris_500639
M301570	252	56.82667274008028	4.253654346177185	Caecum right	Positive	MSEB0015	G121eI104C	B11	10622.69968	46523.96506	5000	Success	2	15	G121e	ULV2_Half	Lid8_Covaris_500639
M301571	252	56.45196019623404	4.2837011247291565	Caecum right	Positive	MSEB0015	G121eI104C	B11	11163.68876	46464.93372	5000	Success	1	15	G121e	ULV2_Half	Lid8_Covaris_500639
M301572	252	56.522233241147	4.058557430705357	Caecum right	Positive	MSEB0015	G121eI104C	B11	11574.91644	46452.86654	5000	Success	1	15	G121e	ULV2_Half	Lid8_Covaris_500639
